id_cliente;age;state;first_purchased_product;product_b_total_qty;product_c_total_qty;product_a_total_qty;product_b_total_value;product_c_total_value;product_a_total_value
217618;34;MA;b;15;1;;820;513;
217622;9;SP;a;34;;7;44;;18
217625;42;SP;a;;16;1;;2856,85;2
217633;46;SP;a;12;8;5;1490;10,16;1245
217635;34;SP;b;2;;;175;;
217643;39;TO;a;41;;7;0;;36
217649;42;PR;;;;;;;
217652;2;BA;a;;;4;;;9
217655;37;RO;b;12;5;;24;60,64;
217662;40;SC;;;;;;;
217674;30;SP;c;;6;;;511,84;
217684;29;AL;b;4;9;;45;0;
217693;21;MG;;;;;;;
217702;33;SP;;;;;;;
217704;8;SP;b;8;13;;70;0;
217705;27;SP;;;;;;;
217714;42;SP;b;7;3;;63;1661;
217718;42;MG;c;;15;;;1473,84;
217730;42;RJ;;;;;;;
217731;20;ES;;;;;;;
217735;34;SP;a;13;12;16;24;3858,3;42
217748;21;MG;b;3;;;12;;
217754;26;MG;b;14;12;;190;454,2;
217774;25;RO;c;;10;;;1583,82;
217776;40;SP;;;;;;;
217796;31;MG;b;7;;;95;;
217801;39;SP;a;17;4;13;595;42,96;9
217804;43;SP;a;;;12;;;48
217814;36;GO;a;8;;6;18;;28
217823;45;PB;b;5;16;;0;682,91;
217829;34;BA;b;11;;;45;;
217830;38;MT;;;;;;;
217849;29;SP;b;26;;;217;;
217852;54;RJ;b;9;;;42;;
217861;50;RJ;b;16;6;;8;321,66;
217872;4;MG;b;11;;;20;;
217879;42;SP;b;11;;;20;;
217883;46;RJ;;;;;;;
217885;34;MG;b;3;8;;12;627,2;
217895;24;CE;;;;;;;
217909;47;CE;b;8;;;4;;
217918;28;CE;a;3;10;6;3285;49,9;112
217922;40;SP;a;2;;8;5;;27
217942;35;RJ;c;;11;;;262,8;
217946;32;RO;a;8;;10;8;;26
217949;4;PR;b;20;16;;1505;5673,1;
217952;48;PA;b;18;8;;90;7898,13;
217982;45;SP;c;;4;;;1708,4;
217983;33;SP;a;3;7;11;264;81,6;240
217984;26;BA;b;7;5;;20;144,1;
217987;6;SP;b;8;4;;45;269,94;
217990;39;SP;c;;6;;;1027,2;
217999;29;SC;;;;;;;
218005;25;PI;b;11;;;55;;
218009;27;MG;b;14;;;70;;
218013;43;SP;a;15;10;10;950;1275,54;16
218015;38;RJ;c;;13;;;3170,1;
218019;40;PE;a;;7;11;;85,7;126
218028;5;MG;a;;;3;;;117
218066;35;AM;b;9;10;;14;797,8;
218070;39;MA;a;11;;11;284;;48
218075;52;RS;;;;;;;
218078;23;GO;a;2;11;18;120;324,97;369
218092;31;MG;;;;;;;
218096;28;SP;a;32;13;8;280;951,65;57
218115;32;SP;c;;5;;;389,61;
218117;39;GO;;;;;;;
218119;36;SP;;;;;;;
218128;25;RN;b;4;3;;28;286,68;
218130;39;SP;b;17;11;;221;4478,6;
218145;36;SP;a;12;8;10;18;539,88;78
218153;33;CE;;;;;;;
218154;9;RS;b;5;;;520;;
218167;45;MA;b;6;5;;55;0;
218180;51;ES;;;;;;;
218182;28;CE;b;5;;;0;;
218198;5;BA;;;;;;;
218200;45;SP;b;8;10;;8;0;
218219;26;RJ;a;4;10;4;20;255,2;5
218231;35;MG;b;22;2;;0;239,1;
218237;37;RS;b;12;6;;120;2333,9;
218251;39;RJ;b;5;;;6;;
218263;38;PE;;;;;;;
218266;33;SP;a;8;;8;0;;36
218277;50;RJ;b;22;12;;1715;257,1;
218316;36;AL;;;;;;;
218330;26;CE;a;17;11;2;1125;3223,2;18
218337;29;SE;b;1;6;;5;0;
218339;40;PE;;;;;;;
218353;31;BA;b;11;14;;20;1133,92;
218357;38;SE;b;25;;;48;;
218371;2;SP;c;;15;;;1700,08;
218377;27;DF;b;8;11;;0;199,02;
218387;31;AL;c;;12;;;163,71;
218389;38;MA;b;20;12;;954;3406,2;
218407;47;SP;c;;5;;;1562,65;
218414;21;MT;a;5;2;9;14;59,1;22
218439;23;MG;c;;11;;;1481,49;
218444;1;BA;c;;4;;;816,84;
218450;32;MG;b;10;19;;9;5968,44;
218461;38;MG;b;19;;;155;;
218465;35;RJ;c;;10;;;553,86;
218466;44;MT;;;;;;;
218470;45;PR;;;;;;;
218471;31;SP;;;;;;;
218473;45;RJ;b;14;;;165;;
218475;42;TO;b;3;2;;14;223,88;
218480;32;SP;b;36;3;;20;1107,12;
218490;30;PI;b;2;;;75;;
218495;41;MG;a;11;5;3;16;179,96;14
218523;39;CE;b;10;13;;330;657,32;
218532;6;SP;a;3;;13;40;;120
218546;22;SP;;;;;;;
218566;30;SC;b;18;;;625;;
218570;0;RJ;b;23;3;;0;35,6;
218624;38;RJ;c;;13;;;133,76;
218656;34;MG;;;;;;;
218660;50;RS;a;4;11;17;6;1890,85;280
218664;28;RJ;a;;;11;;;7
218667;47;DF;;;;;;;
218700;47;CE;a;;;8;;;39
218729;20;SP;b;11;5;;6;1274,85;
218736;41;MA;a;;;14;;;48
218738;29;SP;;;;;;;
218780;24;CE;b;10;;;108;;
218806;30;PE;b;10;;;710;;
218814;55;RN;b;3;;;1572;;
218826;26;RN;a;10;7;1;450;138,96;12
218827;2;SP;;;;;;;
218828;24;SE;b;11;;;6;;
218832;28;RJ;a;3;;5;6;;6
218838;43;SP;b;15;;;80;;
218865;2;SP;a;6;10;4;3;693,9;12
218866;33;PA;b;57;4;;522;1119,51;
218881;37;DF;;;;;;;
218930;31;RS;a;;;9;;;117
218949;41;RS;b;4;;;474;;
218955;49;PE;;;;;;;
218971;49;RJ;c;;2;;;479,92;
218984;53;DF;b;9;;;4;;
219000;8;PB;;;;;;;
219017;33;SP;b;2;4;;0;22,42;
219040;31;SP;b;4;;;0;;
219052;34;RJ;c;;8;;;449,9;
219062;30;CE;a;5;4;15;576;730,98;32
219106;45;SP;;;;;;;
219109;42;PR;c;;6;;;633,42;
219114;48;PE;b;9;;;112;;
219115;25;MG;c;;5;;;1467,88;
219118;32;ES;c;;10;;;329,9;
219120;27;SP;a;10;;11;54;;6
219137;34;MG;c;;15;;;1707,8;
219142;53;SP;;;;;;;
219145;44;MT;b;7;;;0;;
219147;36;ES;b;11;;;56;;
219157;54;SC;b;8;;;22;;
219161;28;SP;;;;;;;
219169;38;RJ;a;;;4;;;52
219182;26;BA;a;6;;1;120;;56
219185;28;PR;;;;;;;
219201;37;PA;b;59;;;310;;
219223;31;PR;;;;;;;
219231;35;SP;b;11;;;4;;
219232;31;SP;;;;;;;
219233;53;SP;;;;;;;
219236;10;PR;;;;;;;
219242;21;PR;b;5;6;;13;63,18;
219253;50;PE;b;8;7;;8;359,6;
219303;10;PR;c;;8;;;745,8;
219304;34;MT;b;2;;;16;;
219311;7;SP;;;;;;;
219315;31;CE;b;7;13;;224;446,25;
219322;4;CE;b;6;8;;8;19,92;
219327;50;SP;b;19;13;;752;26,74;
219360;28;SP;b;14;;;0;;
219363;33;SP;;;;;;;
219370;30;PR;b;11;5;;40;136,56;
219383;35;MS;b;11;3;;2;338,55;
219388;3;SP;;;;;;;
219389;42;RN;b;11;;;40;;
219396;25;BA;b;3;12;;315;961,03;
219397;45;BA;a;;;11;;;77
219402;22;SP;;;;;;;
219408;51;MG;b;26;;;210;;
219411;32;CE;;;;;;;
219431;29;RS;a;10;;11;45;;0
219450;41;MG;b;10;;;12;;
219457;24;SP;b;8;2;;15;172,46;
219458;29;BA;b;7;9;;39;247,8;
219470;35;SP;a;;3;5;;112,84;32
219473;29;SP;b;5;10;;48;311,58;
219487;1;AL;b;10;;;275;;
219496;40;SP;a;7;8;3;6;99,99;14
219541;7;SP;b;12;;;0;;
219543;53;ES;;;;;;;
219544;32;SP;;;;;;;
219547;2;SP;b;12;8;;36;229,8;
219548;46;SP;c;;1;;;0;
219549;45;PR;b;15;5;;48;550,72;
219553;8;SE;;;;;;;
219556;28;BA;a;18;4;7;0;151,76;3353
219558;33;SP;b;10;11;;8;261,4;
219566;28;SC;b;25;4;;1950;29,96;
219568;32;PB;b;10;6;;6;192,36;
219586;45;SP;;;;;;;
219610;46;RJ;a;12;;5;0;;15
219637;24;PA;a;5;;8;130;;48
219645;38;RS;;;;;;;
219683;33;SP;a;;3;7;;484,68;35
219691;29;MA;b;3;3;;0;52,98;
219697;25;DF;b;11;15;;8;119,64;
219699;39;SP;b;18;7;;48;3464,37;
219700;31;SP;;;;;;;
219703;43;RN;a;;4;7;;1006,32;128
219706;45;CE;b;28;;;3483;;
219722;9;RO;c;;1;;;0;
219749;24;SP;b;7;;;16;;
219751;32;SP;;;;;;;
219781;29;SP;;;;;;;
219786;35;SP;a;19;10;6;1704;1509,6;44
219789;23;RJ;b;4;;;30;;
219819;46;SP;;;;;;;
219821;37;SP;;;;;;;
219836;10;SP;c;;4;;;258,93;
219839;30;SP;;;;;;;
219841;36;BA;b;16;16;;4;5036,4;
219852;4;MG;;;;;;;
219853;29;TO;b;23;;;0;;
219855;33;BA;;;;;;;
219856;50;RJ;b;7;;;0;;
219882;43;MG;;;;;;;
219897;39;SC;;;;;;;
219898;36;AM;b;10;;;85;;
219903;54;ES;a;;;5;;;104
219908;34;SC;c;;17;;;2552,76;
219912;34;SP;b;14;;;192;;
219921;45;PE;;;;;;;
219942;49;RJ;b;12;4;;10;988,8;
219944;40;MA;b;14;;;680;;
219954;21;GO;b;11;;;75;;
219959;47;SP;;;;;;;
219962;36;RJ;b;5;17;;32;373,87;
219979;39;SP;c;;15;;;6154,16;
219987;40;SC;c;;15;;;3043,17;
219988;34;MG;b;11;;;144;;
219993;44;PB;;;;;;;
219999;0;SP;b;9;5;;8;4424,84;
220000;36;PA;b;11;5;;63;457,1;
220006;21;PE;a;;;6;;;32
220028;24;MS;;;;;;;
220031;51;PE;b;21;2;;164;0;
220036;28;PR;a;;7;12;;1446,4;4
220052;54;PA;c;;5;;;998,8;
220053;37;GO;b;18;5;;84;1565,92;
220061;25;SP;b;3;5;;252;309,28;
220070;0;SP;b;6;8;;35;260,88;
220074;35;SP;b;5;10;;12;3,88;
220076;5;CE;b;7;;;20;;
220085;28;MA;c;;5;;;291,66;
220088;40;SP;;;;;;;
220090;37;SP;;;;;;;
220106;30;BA;;;;;;;
220120;51;MA;a;6;11;8;42;150,96;160
220125;44;SC;b;7;10;;380;222;
220130;43;SP;b;14;;;825;;
220141;3;PE;a;2;3;8;10;495,6;0
220143;31;MG;b;14;;;80;;
220155;44;MA;b;5;6;;1104;1363,5;
220173;25;PR;;;;;;;
220174;43;SP;a;12;;11;16;;45
220186;40;MG;b;6;11;;270;79,44;
220197;32;MG;;;;;;;
220222;38;AL;b;7;;;198;;
220227;31;SP;b;6;;;18;;
220247;29;SP;b;6;;;1;;
220253;33;RS;c;;8;;;560,58;
220256;27;MG;b;6;3;;12;642,35;
220265;49;RN;;;;;;;
220280;31;SP;;;;;;;
220311;34;CE;c;;9;;;743,64;
220318;45;SP;;;;;;;
220322;36;SP;b;6;4;;280;9,54;
220324;29;SP;b;10;;;4;;
220336;53;PA;b;7;4;;0;158,72;
220357;29;PE;a;11;;11;18;;18
220363;45;SP;b;20;;;0;;
220364;28;SP;;;;;;;
220386;44;TO;;;;;;;
220407;20;MA;b;13;;;1647;;
220410;30;RJ;b;11;5;;30;483,93;
220412;45;DF;b;11;;;9;;
220414;36;SP;b;17;;;90;;
220422;50;SP;b;4;8;;30;213;
220430;40;MG;;;;;;;
220457;34;MG;b;8;;;36;;
220475;44;DF;;;;;;;
220482;43;RJ;a;;;13;;;60
220484;40;SP;a;;;14;;;245
220513;37;MG;;;;;;;
220514;29;RJ;a;17;3;7;615;758,7;12
220516;34;PA;;;;;;;
220523;25;GO;;;;;;;
220524;36;GO;;;;;;;
220553;37;SE;b;31;;;0;;
220564;39;SP;c;;3;;;0;
220571;44;PB;b;17;;;1505;;
220575;29;RN;;;;;;;
220577;39;PA;;;;;;;
220584;22;SP;b;2;;;0;;
220606;31;GO;b;6;;;75;;
220609;24;SP;;;;;;;
220627;36;SP;b;9;18;;330;4698,99;
220644;28;SP;;;;;;;
220656;27;MA;;;;;;;
220674;25;SP;;;;;;;
220702;29;SP;;;;;;;
220723;47;RJ;b;9;11;;45;16,44;
220731;10;RJ;b;8;5;;12;379,92;
220748;46;SP;b;5;;;175;;
220752;42;BA;;;;;;;
220769;27;PE;b;12;;;0;;
220771;39;RN;b;8;;;8;;
220778;32;SP;;;;;;;
220779;6;AM;b;3;8;;9;92,57;
220783;46;RS;a;3;10;8;7;269,72;0
220785;33;RN;;;;;;;
220791;43;SP;;;;;;;
220792;0;MA;;;;;;;
220800;29;PR;a;3;5;14;20;0;50
220812;36;CE;;;;;;;
220827;26;CE;;;;;;;
220841;36;RJ;b;3;8;;2;890,46;
220844;28;SP;;;;;;;
220846;26;SP;c;;2;;;44,51;
220877;34;PE;a;4;;2;0;;30
220884;7;AM;a;13;;7;65;;21
220907;52;BA;b;8;9;;330;233,02;
220917;21;DF;b;10;2;;75;23,14;
220918;28;MA;c;;4;;;60;
220946;30;ES;;;;;;;
220962;22;AL;b;4;;;440;;
220979;29;PE;b;16;;;924;;
220980;40;GO;;;;;;;
220981;37;RS;b;10;4;;90;0;
220997;47;RJ;b;10;8;;30;768,6;
221008;41;RJ;b;3;4;;35;158,12;
221012;9;PB;b;4;;;0;;
221018;8;SP;b;10;;;2;;
221021;36;SP;b;14;6;;150;129,98;
221032;26;RS;a;;;11;;;120
221036;35;CE;;;;;;;
221037;4;MA;b;9;8;;790;354,76;
221053;40;SE;;;;;;;
221060;29;SP;c;;2;;;49,35;
221065;31;RJ;c;;7;;;816,13;
221082;51;MT;;;;;;;
221098;28;MG;a;21;;10;112;;9
221101;51;PE;;;;;;;
221104;36;ES;a;10;9;9;6;1910,72;224
221108;23;SP;b;4;12;;42;1186,36;
221130;24;CE;b;18;6;;0;375,4;
221132;42;SP;b;11;10;;0;59,94;
221134;38;SP;;;;;;;
221138;33;SP;;;;;;;
221140;22;SP;;;;;;;
221144;45;RN;b;8;;;0;;
221155;55;PA;b;4;7;;4;139,66;
221165;35;ES;b;17;6;;115;448;
221171;29;ES;a;1;;6;18;;42
221176;28;DF;b;7;2;;315;79,9;
221200;28;SP;;;;;;;
221201;35;SP;b;14;16;;14;6194,6;
221210;4;SP;;;;;;;
221217;40;RO;;;;;;;
221240;38;PE;b;8;;;12;;
221242;31;BA;b;5;1;;16;189,2;
221274;52;RN;b;16;4;;1295;71,26;
221294;36;PA;b;8;;;52;;
221304;24;SP;a;3;;6;84;;25
221307;30;SP;;;;;;;
221332;34;SP;;;;;;;
221338;43;PB;b;4;;;5;;
221357;53;PA;;;;;;;
221359;31;SC;a;8;;10;45;;30
221361;34;SE;;;;;;;
221370;4;PA;;;;;;;
221372;38;RN;a;8;;8;28;;49
221394;24;BA;;;;;;;
221395;25;RJ;a;6;;9;20;;9
221412;42;BA;a;;3;7;;539,88;3
221428;22;MG;b;8;;;16;;
221435;47;DF;b;6;8;;4;1424,43;
221449;37;MA;a;6;;11;100;;18
221452;31;SP;b;43;5;;0;549,66;
221476;5;ES;c;;11;;;1203,79;
221483;40;PE;;;;;;;
221498;31;SP;b;23;;;150;;
221515;35;MG;c;;2;;;3886,4;
221529;31;BA;b;9;31;;24;319,45;
221532;45;PR;a;8;;2;0;;18
221544;45;SP;c;;8;;;0;
221554;7;RJ;;;;;;;
221567;35;SP;;;;;;;
221573;52;GO;b;16;8;;1720;47,84;
221601;24;SP;a;10;;11;55;;16
221613;39;MA;b;8;10;;36;204,96;
221625;39;RJ;b;9;10;;24;0;
221638;29;RJ;b;1;;;20;;
221650;37;RJ;b;15;;;516;;
221658;38;PE;b;26;;;0;;
221662;5;MG;;;;;;;
221664;7;SP;c;;4;;;295,76;
221672;43;;;;;;;;
221680;51;MS;b;10;1;;28;0;
221751;48;MG;b;12;6;;18;350,96;
221759;42;RJ;;;;;;;
221781;37;RJ;;;;;;;
221782;1;RJ;;;;;;;
221789;29;SP;;;;;;;
221833;8;SP;;;;;;;
221840;26;SP;a;;;10;;;0
221860;2;RJ;;;;;;;
221873;31;SP;;;;;;;
221888;46;SP;b;3;9;;27;4468,44;
221923;3;RJ;;;;;;;
221933;27;TO;c;;12;;;660,94;
221949;43;SP;a;20;;3;1390;;6
221962;24;MT;a;42;7;7;1341;1524,15;98
221970;33;RJ;b;6;;;450;;
221972;33;SP;;;;;;;
221989;3;RS;;;;;;;
221991;49;PE;;;;;;;
222003;41;SP;;;;;;;
222011;10;RJ;;;;;;;
222034;7;PB;b;27;8;;626;3606,54;
222048;35;RN;;;;;;;
222063;40;ES;;;;;;;
222068;47;PA;b;19;;;2120;;
222070;30;RJ;b;15;11;;6;1751,44;
222075;9;CE;;;;;;;
222083;49;RJ;a;15;;16;575;;72
222092;26;SP;;;;;;;
222100;43;SP;;;;;;;
222108;38;PE;b;33;;;39;;
222112;38;PE;;;;;;;
222124;22;GO;;;;;;;
222127;9;AM;;;;;;;
222137;28;PB;b;4;6;;7;577,04;
222139;36;RN;c;;6;;;369,56;
222148;9;ES;c;;8;;;808,8;
222151;25;RS;a;;;13;;;26
222161;35;BA;;;;;;;
222165;34;BA;c;;14;;;791,98;
222176;31;SP;b;7;;;510;;
222177;35;SP;;;;;;;
222179;30;SP;;;;;;;
222185;29;PR;;;;;;;
222187;32;CE;b;9;9;;63;617;
222209;7;SP;;;;;;;
222212;30;SP;;;;;;;
222223;47;MA;;;;;;;
222260;21;RS;;;;;;;
222294;31;MG;;;;;;;
222298;35;SC;;;;;;;
222300;33;MT;;;;;;;
222310;31;RN;b;2;12;;25;1557,04;
222314;41;RS;b;18;14;;1944;1951,26;
222320;33;MA;a;8;1;12;522;179,97;50
222331;40;RN;a;17;;11;34;;72
222333;9;AL;b;13;;;495;;
222342;36;SP;b;9;;;390;;
222346;45;MS;;;;;;;
222348;24;PB;;;;;;;
222365;29;ES;b;8;;;32;;
222369;19;SP;a;14;;2;42;;40
222371;44;SP;b;13;3;;1150;3990;
222374;37;SP;;;;;;;
222392;35;SP;b;11;3;;75;64,87;
222394;34;SP;;;;;;;
222402;28;SC;;;;;;;
222429;28;SP;a;;9;11;;270,08;48
222445;28;MG;a;;;10;;;35
222451;32;SP;;;;;;;
222454;32;SC;b;17;11;;2;79,52;
222460;31;GO;c;;7;;;320,55;
222476;26;RN;b;6;7;;20;666;
222478;55;SP;b;7;;;2;;
222505;31;RN;;;;;;;
222510;33;SP;a;13;;11;80;;5
222518;39;MT;a;;;10;;;15
222550;36;SP;b;8;;;26;;
222573;34;SP;b;9;;;48;;
222585;42;PE;a;9;;2;19;;0
222588;36;AM;;;;;;;
222590;22;SP;a;7;9;4;105;64,2;4
222599;42;RS;a;6;;9;11;;1638
222622;33;PE;b;8;9;;0;479,92;
222625;35;SP;;;;;;;
222636;35;SP;a;6;;9;24;;40
222640;52;SP;b;17;;;98;;
222652;45;SP;;;;;;;
222659;54;SP;;;;;;;
222661;53;GO;;;;;;;
222671;50;SP;c;;4;;;0;
222674;50;RS;c;;11;;;98,5;
222686;42;SP;b;4;5;;18;342,56;
222707;45;SP;b;18;8;;316;1935,2;
222739;29;RJ;b;14;;;90;;
222741;31;PI;b;4;;;15;;
222751;40;PE;b;12;7;;1120;1295,3;
222790;3;CE;;;;;;;
222809;31;CE;a;13;8;3;440;0;25
222812;43;RJ;;;;;;;
222830;21;SC;a;;;2;;;117
222853;32;SP;a;;;14;;;78
222859;27;ES;b;2;6;;0;434,1;
222862;45;BA;;;;;;;
222866;28;AM;b;5;4;;855;229,38;
222885;40;SC;;;;;;;
222888;44;MA;;;;;;;
222892;33;BA;b;14;8;;750;569,24;
222911;30;MG;b;2;3;;14;99,39;
222917;0;SP;;;;;;;
222922;46;AM;b;14;5;;32;1476,32;
222929;55;SP;b;27;8;;2625;0;
222931;27;RS;;;;;;;
222960;48;RJ;c;;4;;;0;
222970;41;MG;;;;;;;
222978;7;SP;b;3;11;;2;273,6;
223003;36;MS;b;8;;;48;;
223016;3;SP;a;5;;6;4;;120
223070;48;RJ;a;1;6;11;3;173,73;32
223075;34;SP;b;10;;;455;;
223083;40;MG;;;;;;;
223094;6;RJ;c;;10;;;119,97;
223109;6;RJ;;;;;;;
223152;38;AM;b;14;7;;0;0;
223183;32;SP;a;13;9;10;7;139,66;345
223187;30;PE;;;;;;;
223208;29;PB;b;10;5;;16;0;
223256;47;BA;c;;7;;;456,3;
223277;33;PE;a;;;7;;;40
223279;34;SP;;;;;;;
223292;35;PR;a;9;;8;60;;9
223299;50;RJ;b;2;7;;52;4141,2;
223307;44;GO;b;1;;;726;;
223313;46;PE;b;14;;;24;;
223315;32;ES;b;5;10;;8;0;
223316;28;MG;c;;5;;;7,5;
223318;26;MG;a;13;11;2;80;410,41;18
223321;34;BA;b;24;16;;216;374,64;
223363;25;SE;;;;;;;
223384;8;MG;a;;2;11;;63,78;2
223392;39;BA;c;;13;;;2999,01;
223398;36;MA;b;11;13;;78;213,92;
223402;40;SP;a;6;10;1;25;342,5;0
223437;42;RJ;;;;;;;
223460;44;CE;;;;;;;
223466;29;MS;c;;9;;;137,73;
223486;33;RJ;b;11;10;;525;0;
223517;36;SP;b;7;8;;14;524;
223531;39;RJ;b;12;;;40;;
223589;44;RS;b;6;3;;495;506,8;
223601;5;PB;;;;;;;
223643;27;SC;b;11;;;600;;
223671;43;GO;b;2;14;;1;4932,88;
223674;6;RJ;b;3;;;12;;
223684;26;SP;a;;;6;;;40
223766;46;SP;c;;12;;;709,85;
223782;31;RJ;;;;;;;
223787;50;RJ;b;6;;;175;;
223883;2;SP;b;7;3;;8;29,64;
223884;39;PR;a;6;8;3;135;65,58;36
223903;36;CE;;;;;;;
223908;36;RN;b;14;18;;85;64,12;
223915;22;ES;b;12;14;;24;5641,3;
223918;32;RJ;c;;5;;;57,84;
223919;45;RJ;;;;;;;
223924;35;CE;;;;;;;
223932;41;SP;b;11;6;;35;476,3;
223935;32;MG;b;9;4;;6;669,55;
223938;24;MA;b;11;;;0;;
223944;21;RJ;b;10;;;120;;
223954;36;PA;b;20;;;96;;
223956;45;SP;a;11;8;4;28;831,7;18
223959;32;SP;;;;;;;
223966;29;MS;b;12;;;385;;
223968;34;GO;b;1;8;;84;277,84;
223969;29;GO;b;1;5;;0;162,4;
223972;29;SP;b;9;;;10;;
223973;31;BA;b;6;8;;15;209,93;
223974;44;SP;;;;;;;
223975;41;SP;b;27;;;105;;
223995;35;MS;;;;;;;
223999;29;BA;c;;8;;;351,28;
224000;37;PA;c;;11;;;794,2;
224013;39;SP;a;9;4;13;25;24,76;322
224023;20;BA;b;5;10;;18;312,13;
224029;44;GO;;;;;;;
224064;39;SE;a;14;;4;595;;16
224069;34;SP;a;9;;7;8;;24
224072;26;AL;c;;4;;;108,55;
224074;35;SP;a;10;;8;450;;30
224095;24;RS;;;;;;;
224145;6;SP;;;;;;;
224154;40;RS;b;7;9;;27;39,33;
224167;36;MG;;;;;;;
224230;45;PE;b;5;;;2;;
224292;1;BA;b;5;;;12;;
224348;22;MA;b;5;;;0;;
224358;30;GO;;;;;;;
224375;42;SC;b;13;11;;70;4435,14;
224393;42;PB;a;12;;10;8;;35
224394;39;MG;b;12;4;;64;1146,36;
224447;26;DF;a;5;;3;0;;0
224450;8;SP;b;8;12;;315;0;
224486;32;PB;b;4;;;10;;
224516;22;SP;a;;;7;;;48
224520;29;SP;c;;7;;;1639,4;
224524;36;MG;b;4;;;120;;
224528;40;RS;;;;;;;
224541;38;SP;b;5;;;36;;
224543;32;MA;a;10;;7;6;;15
224566;25;SP;a;15;3;10;168;902,3;10
224594;35;SP;c;;6;;;148,5;
224599;38;SP;b;7;;;24;;
224603;43;SP;b;2;10;;45;769,64;
224605;31;GO;;;;;;;
224627;44;SP;a;;;4;;;21
224639;34;SP;;;;;;;
224657;30;ES;;;;;;;
224658;24;BA;a;19;7;8;0;375,4;30
224673;41;SP;c;;6;;;299,95;
224685;43;MG;c;;8;;;924,7;
224690;3;RJ;;;;;;;
224691;21;ES;a;;;15;;;72
224698;31;RJ;;;;;;;
224703;23;SP;;;;;;;
224706;28;ES;b;2;7;;4;390,55;
224713;5;SP;;;;;;;
224716;31;MA;b;14;4;;56;0;
224720;42;CE;b;9;;;441;;
224723;2;BA;a;3;11;4;2;66,56;12
224739;26;SP;a;11;;10;20;;33
224742;37;RJ;b;16;;;896;;
224753;50;DF;;;;;;;
224758;50;SP;;;;;;;
224759;4;MG;b;6;;;56;;
224771;51;MG;b;12;5;;10;740,16;
224798;48;PE;;;;;;;
224853;33;CE;c;;10;;;857,7;
224856;38;MG;b;3;7;;135;94,28;
224862;46;AL;;;;;;;
224864;40;MG;a;;4;6;;100,71;25
224865;37;RJ;c;;4;;;330,8;
224871;24;MS;b;6;20;;120;6844,72;
224876;25;CE;a;16;;6;390;;30
224877;6;SC;b;13;;;510;;
224899;32;SP;c;;3;;;195,94;
224909;42;DF;a;5;;5;45;;108
224922;55;MS;a;24;14;6;1645;2874,8;0
224942;32;SP;;;;;;;
224949;28;MT;;;;;;;
224951;27;AM;b;12;7;;0;111,5;
224959;42;PB;;;;;;;
224987;35;BA;c;;5;;;94,48;
225003;28;RJ;b;5;;;49;;
225007;28;SP;b;10;;;20;;
225016;56;CE;b;23;5;;636;289,45;
225024;30;GO;a;6;;8;260;;6
225026;49;SP;;;;;;;
225029;33;MA;b;9;4;;290;1945,1;
225033;36;AM;b;16;;;27;;
225055;29;BA;b;7;;;49;;
225062;41;RJ;b;8;;;1350;;
225077;32;RJ;b;13;8;;35;331,32;
225085;33;RO;b;19;6;;940;865,18;
225099;29;SP;;;;;;;
225112;38;SP;b;7;;;32;;
225154;1;MS;;;;;;;
225155;30;MS;;;;;;;
225159;40;RS;a;;;17;;;12
225169;46;BA;b;14;13;;700;987,22;
225172;37;SP;b;4;7;;45;0;
225193;33;MA;b;7;1;;176;499,8;
225196;43;SP;;;;;;;
225218;49;PI;b;25;;;1335;;
225260;43;PI;b;31;11;;472;0;
225265;43;SP;a;13;11;17;84;819,98;68
225266;40;AL;b;9;;;128;;
225280;22;GO;;;;;;;
225287;50;RS;;;;;;;
225288;37;SP;a;7;;9;140;;450
225290;33;CE;;;;;;;
225292;35;DF;b;5;;;550;;
225293;3;SP;b;13;11;;0;374,22;
225304;42;RS;a;;;6;;;13
225305;29;MG;b;32;;;650;;
225309;34;SP;;;;;;;
225313;33;DF;a;5;1;5;3;229,32;45
225318;36;CE;b;11;5;;850;427,59;
225347;48;RJ;a;;;14;;;3
225358;32;RJ;;;;;;;
225359;42;PE;a;8;;9;28;;24
225368;43;MG;a;12;;1;504;;9
225369;39;MG;b;3;14;;27;593,94;
225374;50;PR;c;;6;;;284,44;
225376;26;SP;a;2;7;12;105;1734,16;4
225387;7;SP;;;;;;;
225392;43;MG;c;;5;;;3584,6;
225412;9;SP;a;6;;3;20;;1
225429;27;BA;a;4;2;6;120;209,43;18
225432;26;RJ;;;;;;;
225435;36;MA;;;;;;;
225439;31;RJ;;;;;;;
225443;34;AL;b;24;15;;60;2088;
225452;55;PE;;;;;;;
225454;20;PR;c;;9;;;146,4;
225468;27;SP;b;11;8;;256;164,52;
225473;52;SP;b;10;1;;105;52,72;
225474;34;MS;b;6;;;280;;
225476;33;MA;b;8;6;;168;913,44;
225480;34;DF;;;;;;;
225489;29;RJ;;;;;;;
225490;39;SP;b;5;;;10;;
225504;22;SP;b;11;3;;16;648,8;
225529;28;CE;b;12;5;;40;367,9;
225543;39;BA;;;;;;;
225544;44;DF;b;7;10;;837;912,66;
225550;50;RS;b;6;;;8;;
225560;38;PA;a;18;9;5;56;1014,24;132
225580;36;MG;c;;11;;;806,58;
225590;28;SP;a;;;8;;;30
225593;21;SC;;;;;;;
225618;27;GO;a;;;13;;;22
225622;44;SP;;;;;;;
225635;22;SP;a;6;;12;270;;0
